ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,SourceOfIncomeKey,SourceOfIncome,SourceOfIncomeEng,Year,FarmCulturePlantAnimalMainlyOwningLand,FarmCulturePlantAnimalMainlyRentingLand,FarmCultureFishingForestryHuntingAgri,EntrepreneursNonAgriBusiness,EmployeeTechnicianManager,EmployeeLabourInAgriForestryFishery,EmployeeLabourInLogisticTransportation,EmployeeClericalSalesServiceWorker,EmployeeWorkerProductionConstruction,EconomicallyInactive
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,0,0,0,27539,916,0,906,1304,326,73
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,29932,20922,0,0,27,0,0,505,169,-97
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,124,321,0,427,666,680,1238,1265,218,14919
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2556,0,0,0,110,215,0,0,30,14,35
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,3922,3682,0,3520,6820,2959,3401,4520,2290,3565
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,0,0,0,254,45,0,192,3,0,192
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,4934,3031,0,3151,46723,8354,18174,24450,23573,2167
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,1591,1597,0,64507,1008,0,154,1219,806,837
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,20646,19848,0,158,64,0,0,174,180,105
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,2644,772,0,403,1188,669,1388,1134,346,19653
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,34,318,0,51,245,0,5,6,79,3833
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,4139,3695,0,3778,5094,3044,1917,3100,3045,5270
13,ปทุมธานี            ,Pathum Thani        ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,0,0,0,30,0,0,0,0,6,44
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,16073,4153,0,1154,37584,4809,16004,18149,21196,2538
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,1539,546,0,13807,463,0,0,753,681,-155
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,25829,54289,0,0,248,0,0,195,-58,0
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,2740,1396,0,860,2570,390,332,368,446,10595
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2556,115,300,0,127,486,0,12,147,35,183
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2700,2486,0,2550,3326,1106,3340,2929,3280,3076
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,24,162,0,145,62,110,274,72,248,36
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,0,6522,0,4137,43908,30490,13094,17258,24728,1930
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,0,2742,0,19116,3293,0,845,1652,465,462
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,8233,44058,13043,425,0,0,657,411,251,-31
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,600,925,1109,528,628,29,1180,1129,620,8323
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,0,19,0,89,321,1,2,35,20,110
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,1565,3630,4185,2767,4052,3831,2111,3010,3506,3056
14,พระนครศรีอยุธยา     ,Phra Nakhon Si Ayut ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,0,661,0,74,45,57,179,46,258,315
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,2354,4602,448,2992,54378,10170,11349,18156,21904,1132
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,885,301,4,19736,6695,0,258,533,801,-335
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,21808,22073,5347,297,2314,650,1102,1965,1431,371
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,2425,2108,615,983,4609,1300,1176,932,891,6896
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2556,216,76,3,193,970,219,2,246,105,578
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2357,2725,1250,3499,3477,3105,1998,6260,5353,3694
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,697,374,6,319,1612,66,533,279,658,1485
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,925,3958,564,1106,42487,10248,11030,15874,19730,536
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,257,0,286,18671,2163,53,408,-77,1885,177
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,9672,18495,4597,69,1449,-134,-7,642,742,562
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1767,1602,636,1055,2935,455,1987,1203,1727,8361
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,19,10,4,210,1283,0,28,37,80,396
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,1715,2403,1580,2445,3664,2008,2054,2483,4258,2931
15,อ่างทอง             ,Ang Thong           ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,249,774,154,142,152,502,181,51,168,393
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,891,2124,163,934,41229,5797,11714,21240,16868,684
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,0,300,179,26513,2079,0,218,802,290,13
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,16042,10084,5743,-207,-7,414,179,688,628,-188
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,994,1234,566,967,3515,1092,340,1596,334,8535
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,209,65,1,206,353,0,0,132,8,251
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,2409,2593,2142,2534,3324,1986,1908,2509,2876,2737
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,74,130,278,467,263,182,39,201,95,515
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2560,481,344,325,1572,39709,8750,10407,18409,15052,715
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2560,365,0,0,20623,773,0,0,1237,725,242
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2560,13504,10896,5782,4,603,0,1673,1205,927,180
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2560,859,332,667,628,599,3600,190,1239,724,8227
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2560,31,57,2,73,743,6,0,56,88,228
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2560,2536,2668,1798,2434,3367,2200,2349,3255,3325,2808
16,ลพบุรี              ,Lop Buri            ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2560,88,33,155,80,89,0,45,123,108,276
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,29288,5821,671,3291,48638,9164,8774,16437,20015,1231
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,1436,2838,276,25263,2201,0,1044,813,995,636
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,24063,33851,21408,926,1423,147,608,-14,1422,-7718
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1618,1176,90,1201,4355,621,1717,1288,1401,7860
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2556,126,453,0,202,3220,1,42,206,162,1952
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2570,3085,1680,1680,3244,2247,2010,2830,3424,3309
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,893,357,247,712,1102,4,35,307,321,969
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,3366,2717,0,3323,51762,6626,14057,17911,16964,2035
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,610,308,0,16573,912,115,450,792,741,215
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,16361,17675,16806,411,673,484,145,410,268,153
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1607,874,2213,1974,2702,810,817,1871,1069,8853
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,4,9,0,126,1309,0,2,47,46,729
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3132,2728,3512,3116,3827,2707,2274,3141,3428,4509
17,สิงห์บุรี           ,Sing Buri           ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,12,60,0,295,688,233,500,280,372,910
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,3007,2932,959,1468,44623,8463,7472,12715,10750,1282
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,1461,684,2469,65168,1845,0,258,298,461,182
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,26307,25137,48960,1867,1119,417,374,635,1339,-836
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1413,1365,789,1104,2190,1100,811,835,971,5391
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2556,129,87,131,951,2611,154,80,261,0,1526
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2291,2369,1981,2361,3194,1653,1389,2024,2208,2605
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,232,715,6016,329,123,0,1,185,216,788
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,3692,1928,0,1209,42016,16554,9199,16922,12511,719
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,568,202,83,15428,1314,0,288,1667,431,318
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,14772,17258,8965,536,1353,1288,208,1085,663,586
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,2449,1828,741,1028,2514,729,704,1318,1319,6655
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,14,รายได้จากทรัพย์สิน,From property income,2558,122,114,142,177,1149,62,15,161,23,502
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3039,3066,1512,2861,3655,2663,2042,3297,2504,2875
18,ชัยนาท              ,Chai Nat            ,3,ภาคเหนือ,Northern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,411,435,0,86,998,0,446,123,222,328
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,0,2657,2379,34585,14966,14886,21453,23723,556,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,3342,0,23718,2111,0,0,1019,339,228,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,49564,19941,60,30,0,0,9,79,52,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,839,715,348,534,342,128,255,216,19273,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2556,35,0,5,8,0,0,57,2,3,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,3265,1983,3629,4189,1979,1091,2474,2946,3154,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,0,0,53,40,682,45,80,65,0,
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,973,2234,0,2755,33704,8797,14571,21179,24385,154
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,0,0,0,21721,682,0,318,380,492,41
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,29145,32925,0,31,306,0,0,0,135,15
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1047,332,0,231,674,353,0,141,135,13644
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2558,160,0,0,5,8,0,0,141,2,3
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,3649,3415,0,3357,4713,2223,1414,2468,2741,4078
20,ชลบุรี              ,Chon Buri           ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,0,36,0,34,31,0,85,77,82,236
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,896,0,599,1143,22012,9596,12516,15831,15624,1385
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,384,634,1377,41476,2274,214,290,1033,748,134
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,25129,38151,6621,6018,1745,158,0,326,73,651
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,802,319,450,1087,488,291,536,486,401,8195
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2556,47,0,12,73,36,47,5,3,0,883
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2500,2091,2477,3111,2621,1552,1420,2037,1135,3158
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,330,0,17,3,330,17,116,76,203,1001
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,0,0,0,0,0,0,0,0,0,0
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,0,0,0,0,0,0,0,0,0,0
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,66260,216787,7516,113,1485,276,-1155,294,207,-36
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1274,692,941,620,1915,537,1099,926,529,9541
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2558,260,0,0,104,251,8,0,51,0,786
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,2843,4123,3373,2813,3474,1995,2837,2224,1773,3140
22,จันทบุรี            ,Chanthaburi         ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,309,0,187,657,220,144,0,114,92,5351
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,316,0,1358,1487,38150,9639,12322,14046,8976,1430
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,649,0,321,19109,1752,168,0,895,117,126
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,20761,23974,11253,1144,1515,0,0,1557,413,409
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,853,0,614,9043,3211,228,23,1030,770,7905
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2556,154,14,18,505,312,0,0,45,13,153
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,2283,506,1751,2243,3291,930,2305,2100,1645,2485
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,325,0,76,146,277,0,0,43,0,1618
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,2312,1676,1017,1331,36374,11778,10479,15896,13131,1438
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,573,0,0,23766,2800,126,0,798,49,1136
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,23615,3998,13426,710,2340,775,767,959,1149,-1370
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,1488,1027,699,2235,2504,369,1488,855,656,9982
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2558,433,0,57,198,850,875,50,116,34,1477
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,2592,2023,2187,2840,3144,1867,968,2311,1841,2411
23,ตราด                ,Trat                ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,260,224,26,242,30,8,237,101,139,359
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,4341,7069,0,2133,56957,6543,19167,21494,25880,1563
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,695,512,0,23250,1496,221,0,609,950,1036
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,19090,19775,0,555,1328,453,60,2693,340,861
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1572,1237,0,1098,2724,274,1472,993,1152,13765
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2556,697,66,0,138,737,0,0,46,37,2750
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2556,3814,4258,0,4051,7554,2335,2916,3846,4494,4997
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2556,27,0,0,167,42,0,0,54,22,704
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2558,3998,3534,0,3241,40800,10445,14038,17610,19179,798
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2558,582,0,0,20413,1153,0,828,659,568,137
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2558,118196,15056,24721,262,954,67,0,563,383,102
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2558,2875,1294,800,946,2328,503,1614,1244,1200,9068
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,14,รายได้จากทรัพย์สิน,From property income,2558,112,63,1042,119,347,2,5,32,57,614
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,15,รายได้ที่ไม่เป็นตัวเงิน,Non-money income,2558,4713,3184,2065,3729,4404,2686,2083,3161,3192,6868
24,ฉะเชิงเทรา          ,Chachoengsao        ,5,ภาคใต้,Southern,16,รายได้ไม่ประจำ (ที่เป็นตัวเงิน) ,Non - current money income,2558,30,0,792,89,13,0,1220,175,97,52
26,นครนายก             ,Nakhon Nayok        ,5,ภาคใต้,Southern,10,ค่าจ้างและเงินเดือน,Wages and salaries,2556,4580,1347,0,1269,49051,5753,12820,12258,17639,608
26,นครนายก             ,Nakhon Nayok        ,5,ภาคใต้,Southern,11,กำไรสุทธิจากการทำธุรกิจ,Net profits from business,2556,0,410,0,18439,1072,0,98,536,101,371
26,นครนายก             ,Nakhon Nayok        ,5,ภาคใต้,Southern,12,กำไรสุทธิจากการทำการเกษตร,Net profits from farming,2556,23733,19330,6500,866,672,0,0,148,981,438
26,นครนายก             ,Nakhon Nayok        ,5,ภาคใต้,Southern,13,เงินที่ได้รับเป็นการช่วยเหลือ,From current transfers,2556,1199,2877,250,1925,5753,1714,771,927,1346,6886
